Date 	 Name 	 ID 	 gender 	 Trial 	 RUN 	 Decision 	 OfferType 	 Condition 	 onstrial 	 ronsfix 	 ronsdec 	 ronsdec2 	 onsjitter 	 RT 	 GameOn 	 
27-Oct-2017	sub215	911	  1	  1	  1	 0.00	  6	  3	 0.000	 0.019	 0.500	 2.887	 6.501	 2.384	16634.465	
27-Oct-2017	sub215	911	  1	  2	  1	 0.00	  6	  1	10.465	10.464	10.961	12.636	16.963	 1.658	16634.465	
27-Oct-2017	sub215	911	  1	  3	  1	 0.00	  9	  2	18.462	18.455	18.969	20.660	24.970	 1.682	16634.465	
27-Oct-2017	sub215	911	  1	  4	  1	 0.00	 12	  4	30.796	30.789	31.303	33.409	37.305	 2.099	16634.465	
27-Oct-2017	sub215	911	  1	  5	  1	 0.00	  7	  1	43.034	43.041	43.538	46.108	49.540	 2.560	16634.465	
27-Oct-2017	sub215	911	  1	  6	  1	 0.00	  9	  4	51.611	51.612	52.109	54.314	58.111	 2.188	16634.465	
27-Oct-2017	sub215	911	  1	  7	  1	 0.00	 12	  2	64.051	64.046	64.543	66.483	70.545	 1.923	16634.465	
27-Oct-2017	sub215	911	  1	  8	  1	 0.00	 12	  4	74.566	74.574	75.071	77.541	81.072	 2.459	16634.465	
27-Oct-2017	sub215	911	  1	  9	  1	 0.00	  7	  3	84.269	84.272	84.769	88.417	90.771	 3.640	16634.465	
27-Oct-2017	sub215	911	  1	 10	  1	 0.00	  9	  4	92.684	92.677	93.191	95.728	99.176	 2.521	16634.465	
27-Oct-2017	sub215	911	  1	 11	  1	 0.00	 12	  4	101.482	101.481	101.978	104.001	107.980	 2.014	16634.465	
27-Oct-2017	sub215	911	  1	 12	  1	 0.00	  9	  2	112.619	112.622	113.119	115.539	119.120	 2.418	16634.465	
27-Oct-2017	sub215	911	  1	 13	  1	 0.00	  7	  1	120.698	120.695	121.193	124.724	127.194	 3.527	16634.465	
27-Oct-2017	sub215	911	  1	 14	  1	 0.00	 12	  4	130.751	130.759	131.256	134.257	137.258	 2.991	16634.465	
27-Oct-2017	sub215	911	  1	 15	  1	 0.00	 12	  2	141.733	141.734	142.231	146.376	148.233	 4.136	16634.465	
27-Oct-2017	sub215	911	  1	 16	  1	 0.00	  7	  3	153.757	153.753	154.251	158.379	160.252	 4.117	16634.465	
27-Oct-2017	sub215	911	  1	 17	  1	 0.00	  6	  1	162.020	162.026	162.523	164.397	168.525	 1.867	16634.465	
27-Oct-2017	sub215	911	  1	 18	  1	 0.00	  9	  4	171.409	171.410	171.907	174.493	177.909	 2.572	16634.465	
27-Oct-2017	sub215	911	  1	 19	  1	 0.00	  6	  1	179.441	179.434	179.948	181.440	185.949	 1.483	16634.465	
27-Oct-2017	sub215	911	  1	 20	  1	 0.00	  6	  3	190.021	190.028	190.525	192.216	196.526	 1.689	16634.465	
27-Oct-2017	sub215	911	  1	 21	  1	 0.00	 12	  2	200.889	200.887	201.384	204.302	207.385	 2.909	16634.465	
27-Oct-2017	sub215	911	  1	 22	  1	 0.00	 12	  4	210.809	210.817	211.315	213.470	217.316	 2.146	16634.465	
27-Oct-2017	sub215	911	  1	 23	  1	 0.00	  7	  1	222.904	222.903	223.400	225.539	229.402	 2.124	16634.465	
27-Oct-2017	sub215	911	  1	 24	  1	 0.00	  9	  2	232.261	232.253	232.767	236.083	238.769	 3.301	16634.465	
27-Oct-2017	sub215	911	  1	 25	  1	 0.00	  9	  4	244.432	244.439	244.936	247.440	250.938	 2.492	16634.465	
