Date 	 Name 	 ID 	 gender 	 Trial 	 RUN 	 Decision 	 OfferType 	 Condition 	 onstrial 	 ronsfix 	 ronsdec 	 ronsdec2 	 onsjitter 	 RT 	 GameOn 	 
02-Nov-2017	sub211	909	  1	  1	  1	 0.00	  6	  3	 0.000	 0.006	 0.503	 4.084	 6.505	 3.564	9394.278	
02-Nov-2017	sub211	909	  1	  2	  1	 0.00	  6	  1	10.465	10.467	10.964	12.904	16.966	 1.926	9394.278	
02-Nov-2017	sub211	909	  1	  3	  1	 0.00	  9	  2	18.462	18.458	18.956	21.625	24.957	 2.655	9394.278	
02-Nov-2017	sub211	909	  1	  4	  1	 4.00	 12	  4	30.796	30.793	31.290	36.479	37.292	 5.183	9394.278	
02-Nov-2017	sub211	909	  1	  5	  1	 0.00	  7	  1	43.034	43.028	43.542	45.830	49.527	 2.276	9394.278	
02-Nov-2017	sub211	909	  1	  6	  1	 4.00	  9	  4	51.611	51.616	52.113	56.407	58.115	 4.280	9394.278	
02-Nov-2017	sub211	909	  1	  7	  1	 0.00	 12	  2	64.051	64.050	64.548	66.637	70.549	 2.078	9394.278	
02-Nov-2017	sub211	909	  1	  8	  1	 6.00	 12	  4	74.566	74.561	75.042	76.816	81.060	 1.751	9394.278	
02-Nov-2017	sub211	909	  1	  9	  1	 2.00	  7	  3	84.269	84.277	84.774	88.853	90.776	 4.067	9394.278	
02-Nov-2017	sub211	909	  1	 10	  1	 4.00	  9	  4	92.684	92.682	93.180	95.252	99.181	 2.061	9394.278	
02-Nov-2017	sub211	909	  1	 11	  1	 6.00	 12	  4	101.482	101.486	101.983	103.525	107.985	 1.538	9394.278	
02-Nov-2017	sub211	909	  1	 12	  1	 2.00	  9	  2	112.619	112.627	113.124	116.589	119.126	 3.461	9394.278	
02-Nov-2017	sub211	909	  1	 13	  1	 0.00	  7	  1	120.698	120.701	121.198	122.458	127.200	 1.251	9394.278	
02-Nov-2017	sub211	909	  1	 14	  1	 6.00	 12	  4	130.751	130.748	131.245	132.521	137.246	 1.268	9394.278	
02-Nov-2017	sub211	909	  1	 15	  1	 4.00	 12	  2	141.733	141.739	142.237	146.696	148.238	 4.452	9394.278	
02-Nov-2017	sub211	909	  1	 16	  1	 2.00	  7	  3	153.757	153.759	154.256	159.396	160.258	 5.128	9394.278	
02-Nov-2017	sub211	909	  1	 17	  1	 0.00	  6	  1	162.020	162.015	162.513	164.005	168.514	 1.487	9394.278	
02-Nov-2017	sub211	909	  1	 18	  1	 4.00	  9	  4	171.409	171.416	171.913	175.361	177.915	 3.431	9394.278	
02-Nov-2017	sub211	909	  1	 19	  1	 0.00	  6	  1	179.441	179.440	179.937	182.424	185.939	 2.470	9394.278	
02-Nov-2017	sub211	909	  1	 20	  1	 0.00	  6	  3	190.021	190.017	190.515	193.217	196.516	 2.694	9394.278	
02-Nov-2017	sub211	909	  1	 21	  1	 2.00	 12	  2	200.889	200.893	201.390	204.474	207.392	 3.073	9394.278	
02-Nov-2017	sub211	909	  1	 22	  1	 6.00	 12	  4	210.809	210.807	211.305	213.510	217.306	 2.199	9394.278	
02-Nov-2017	sub211	909	  1	 23	  1	 0.00	  7	  1	222.904	222.910	223.407	225.314	229.409	 1.904	9394.278	
02-Nov-2017	sub211	909	  1	 24	  1	 0.00	  9	  2	232.261	232.260	232.758	235.327	238.759	 2.553	9394.278	
02-Nov-2017	sub211	909	  1	 25	  1	 4.00	  9	  4	244.432	244.429	244.927	246.634	250.928	 1.696	9394.278	
02-Nov-2017	sub211	909	  1	 26	  1	 0.00	  7	  3	255.540	255.537	256.035	259.450	262.036	 3.412	9394.278	
02-Nov-2017	sub211	909	  1	 27	  1	 0.00	  7	  1	268.923	268.916	269.430	270.839	275.432	 1.400	9394.278	
02-Nov-2017	sub211	909	  1	 28	  1	 0.00	  6	  3	281.337	281.334	281.831	284.467	287.833	 2.631	9394.278	
02-Nov-2017	sub211	909	  1	 29	  1	 4.00	  9	  4	289.370	289.375	289.872	293.718	295.874	 3.830	9394.278	
02-Nov-2017	sub211	909	  1	 30	  1	 0.00	  9	  2	301.985	301.991	302.489	305.738	308.490	 3.245	9394.278	
02-Nov-2017	sub211	909	  1	 31	  1	 2.00	 12	  2	310.457	310.463	310.961	314.276	316.962	 3.309	9394.278	
02-Nov-2017	sub211	909	  1	 32	  1	 6.00	 12	  4	320.958	320.958	321.455	322.632	327.457	 1.174	9394.278	
02-Nov-2017	sub211	909	  1	 33	  1	 4.00	  9	  4	328.913	328.915	329.413	331.933	335.414	 2.512	9394.278	
