Date 	 Name 	 ID 	 gender 	 Trial 	 RUN 	 Decision 	 OfferType 	 Condition 	 onstrial 	 ronsfix 	 ronsdec 	 ronsdec2 	 onsjitter 	 RT 	 GameOn 	 
15-Nov-2017	sub221	924	  1	  1	  1	 2.00	  9	  2	 0.000	 0.014	 0.495	 3.496	 6.496	 2.997	2095.694	
15-Nov-2017	sub221	924	  1	  2	  1	 2.00	  7	  3	 8.270	 8.270	 8.768	10.989	14.769	 2.220	2095.694	
15-Nov-2017	sub221	924	  1	  3	  1	 0.00	  6	  1	20.015	20.008	20.522	21.500	26.523	 0.961	2095.694	
15-Nov-2017	sub221	924	  1	  4	  1	 4.00	 12	  2	32.169	32.177	32.674	35.194	38.675	 2.504	2095.694	
15-Nov-2017	sub221	924	  1	  5	  1	 0.00	  7	  1	44.110	44.113	44.610	45.937	50.612	 1.311	2095.694	
15-Nov-2017	sub221	924	  1	  6	  1	 0.00	  6	  1	55.939	55.934	56.448	57.674	62.432	 1.210	2095.694	
15-Nov-2017	sub221	924	  1	  7	  1	 0.00	  6	  3	69.027	69.031	69.528	71.982	75.529	 2.449	2095.694	
15-Nov-2017	sub221	924	  1	  8	  1	 4.00	 12	  2	78.047	78.049	78.547	81.348	84.548	 2.798	2095.694	
15-Nov-2017	sub221	924	  1	  9	  1	 2.00	  7	  3	86.913	86.919	87.416	91.511	93.418	 4.080	2095.694	
15-Nov-2017	sub221	924	  1	 10	  1	 2.00	  9	  4	95.596	95.589	96.103	98.855	102.105	 2.736	2095.694	
15-Nov-2017	sub221	924	  1	 11	  1	 2.00	  9	  4	104.158	104.161	104.658	106.299	110.659	 1.637	2095.694	
15-Nov-2017	sub221	924	  1	 12	  1	 0.00	  9	  2	113.265	113.262	113.760	116.445	119.761	 2.679	2095.694	
15-Nov-2017	sub221	924	  1	 13	  1	 2.00	  6	  3	123.707	123.707	124.204	126.459	130.205	 2.251	2095.694	
15-Nov-2017	sub221	924	  1	 14	  1	 4.00	 12	  4	135.732	135.726	136.240	137.865	142.225	 1.622	2095.694	
15-Nov-2017	sub221	924	  1	 15	  1	 2.00	  7	  3	147.519	147.513	148.027	149.685	154.012	 1.650	2095.694	
15-Nov-2017	sub221	924	  1	 16	  1	 2.00	  7	  3	156.844	156.847	157.344	158.505	163.346	 1.148	2095.694	
15-Nov-2017	sub221	924	  1	 17	  1	 4.00	 12	  4	166.587	166.595	167.093	168.270	173.094	 1.168	2095.694	
15-Nov-2017	sub221	924	  1	 18	  1	 0.00	  7	  1	177.194	177.189	177.686	178.631	183.688	 0.942	2095.694	
15-Nov-2017	sub221	924	  1	 19	  1	 2.00	  6	  3	186.832	186.838	187.335	189.606	193.336	 2.269	2095.694	
15-Nov-2017	sub221	924	  1	 20	  1	 2.00	 12	  2	194.992	194.994	195.492	197.829	201.493	 2.328	2095.694	
15-Nov-2017	sub221	924	  1	 21	  1	 2.00	  9	  4	207.331	207.329	207.826	209.600	213.828	 1.769	2095.694	
15-Nov-2017	sub221	924	  1	 22	  1	 2.00	 12	  2	219.535	219.531	220.028	221.669	226.029	 1.631	2095.694	
15-Nov-2017	sub221	924	  1	 23	  1	 4.00	 12	  4	230.726	230.721	231.235	232.760	237.220	 1.519	2095.694	
15-Nov-2017	sub221	924	  1	 24	  1	 0.00	  9	  2	239.293	239.292	239.790	241.232	245.791	 1.436	2095.694	
15-Nov-2017	sub221	924	  1	 25	  1	 2.00	 12	  2	250.510	250.516	251.013	253.517	257.015	 2.492	2095.694	
15-Nov-2017	sub221	924	  1	 26	  1	 0.00	  6	  1	259.919	259.916	260.413	261.275	266.415	 0.860	2095.694	
