subjid,alpha11_sim,alpha12_sim,theta11_sim,theta12_sim,beta11_sim,beta12_sim,tau_sim
9151,2.16597801197904,1.59743464403569,0.928199625299541,0.664957824859238,1.02454875830464,0.944130338153235,1.14525552791954
9101,1.18178354409045,1.18433320601563,1.0668555752707,0.968291776603833,1.0063394233861,0.946218910553073,5.95757747086809
9141,0.294587824896883,0.741583949561727,1.0189282785742,0.343078665634634,0.957565817649205,1.28914931423295,0.304611012521382
9111,0.728969446651327,1.09814090877731,1.06787558818579,0.817631112193555,1.27568961581795,1.10159420277529,1.39152804876362
9231,1.97315691362092,1.37975760778679,0.794389179811661,0.972030200958696,1.12985756701058,1.0658522511196,0.528189207327056
9181,0.408828933779454,4.3862763702077,0.876030500258758,0.0415081028493638,1.59484436796611,0.926769758842726,0.745426981974275
9221,0.945718402921968,1.77974973162705,0.978973528520286,0.34776563925631,1.04109084029315,1.02236268003983,0.48172222012662
9311,1.63491662249328,2.89249264673101,0.686929890234923,0.0768489487926253,1.21084113875627,1.31379366376235,0.251562121111032
9261,0.751058164909631,1.57271626336462,1.07140747113711,0.17824066907061,0.778534518306531,1.13286231799656,0.747187007641003
9301,1.17732157112855,1.59820227592078,1.02751883373623,0.706302390619687,1.14354045505938,0.913764445535535,2.29336767205502
9071,1.92851856914846,2.1885514300994,0.856804853500368,0.65515611240066,1.17070414412182,1.01804235547788,0.912442876877979
9271,0.163090009713947,1.14410116079576,1.002579423,-0.323881122,1.31373421764186,1.17936787931872,1.97141991703951
9391,1.64113754799221,3.30124851491033,0.881340812227427,0.470061251730567,0.961400515228344,0.88703473270942,1.8403834808422
9351,1.07812525042186,0.88669563355995,0.824467918507947,1.12787699181504,1.38294686940784,1.41257821740797,0.318717366864998
9341,0.504264282139848,0.539125930472341,0.834004518723235,1.45598496720518,1.20799204253286,1.24083404860113,0.757739119961063
9381,0.219970710184931,0.959114095435787,0.961652430561942,-0.002609252,0.921704379549488,0.999635142643266,0.808609175328438
9021,0.426746088562839,1.56091498058889,1.0630244172638,-0.658631117,0.973198125589792,1.22278366044793,1.75893422208633
9061,0.67632513239741,1.08135608742792,0.976738468822991,0.940947451009795,1.28954268448546,1.17522336020118,0.691139128947486
9031,0.240445833271781,0.597959061829332,0.962650291331587,1.14166985195596,1.11335080170409,0.950987853902863,2.54481234420434
909,0.493341549449849,1.34463620471506,0.906097835978752,1.32729221439867,1.03036728821674,0.866318341687613,3.02172922438245
916,0.314729902021393,0.367306580533271,0.997238526567683,1.01693350357947,1.1283708586905,1.0816606426068,2.1758298746105
913,1.16000192741745,1.23195114858494,1.05423992374671,1.15479043704392,0.844567364840469,0.850515925600853,12.7342413508943
920,0.176487632247115,1.02697186889355,0.981973991651074,0.527074238655129,1.09894159245534,1.40373406212901,1.83988715829715
917,0.839309588379163,1.81523108667076,0.862371524102766,1.03386215817539,1.02144433763834,0.839547866544271,0.905894203148555
904,1.04759371487699,1.53651216831151,1.03429823972849,0.937466146666252,1.02068291507415,1.04163121863296,4.0473816305488
924,0.26023697526123,2.6702230801736,0.962108828225718,0.47293568655901,1.04621672543299,1.40779381481182,2.74179445565462
921,0.163873848289194,0.969078102235726,0.981810549171659,-0.121250541,1.17629128182133,1.44151540176813,2.24590624632674
928,1.3228463748563,1.35964487411591,1.00256305630408,1.09535601775689,1.794975339,1.78545205535612,6.37278942419941
925,0.563154809119204,0.679786078678989,1.03220040767234,1.18163297047038,0.960735302298997,0.958872255936795,2.76536166030625
932,0.229753447301906,0.655042588702482,0.943701695006425,1.36590377783307,1.01588319684362,1.83121018733123,7.69447513736991
929,2.18866576388852,2.03831356246907,0.821389495210625,0.855412709274412,0.868574661621238,0.910937641190659,0.889241437352083
933,1.34716521889984,2.2573647545979,0.902932173477302,0.111290937837532,0.997671130544393,0.983697749463895,0.419563335416072
937,1.02910139401214,1.17202994494492,1.14628652764481,0.100911972362501,0.91126877246858,0.936203665637247,1.69204012005114
901,0.350518022189043,0.834357935631543,1.02285984254999,0.957066312047615,1.27208227070173,0.99597871374835,0.708855636769978
936,0.514713736467305,0.985464990519127,0.921683542489124,1.14146098386987,1.7718890147706,1.60858851118446,0.545120119302348
908,0.862999379136971,3.00843388545248,0.814662355086567,-0.614138719,1.29926722295744,0.958281821550284,0.5808101710317
905,1.37052475857138,2.09309874702549,0.945765905823729,0.658576612636732,1.13989246093757,0.960919267848881,1.70940693286912
912,0.175774931591802,0.908332873286116,1.04282673561167,0.817306687319583,1.56520416404996,1.36310770203329,1.11800658779011
915,1.02332383398002,1.07210979377829,0.992247513526632,0.884247906601678,0.751274621122213,1.34937770223551,0.651210980123564
910,0.577508165074485,0.729097863429487,1.03537221985433,1.1930400411555,0.95537583360388,0.961661678892198,2.91687192123167
914,0.267189003958655,1.38124845634185,0.954525718413819,1.129289424,1.10339190932058,1.31013366988817,3.08725077318571
923,0.501225927254442,1.15321696471893,1.08458712604495,-0.105902959,1.72255565637818,1.05797661327271,0.382119097306916
918,0.943275582699881,1.59145383822606,1.0298256718981,0.356241880288379,1.29724560010656,0.97768280505517,0.688410338969407
922,0.195998089180249,1.9254779321949,1.05184852656176,0.146427985027331,1.62601245166507,1.44547309234612,1.13115808956228
919,1.70679227926034,2.49813443294406,0.870262413314909,0.821268533856539,0.764619540449397,0.892413090473858,1.97880446594754
931,0.180511950368215,2.18383773616633,1.00767771813911,-0.122628286,1.38851454762323,1.14424850239212,2.17383484887432
926,2.99634086483035,2.14659629784754,0.846420950045473,0.660167504345092,1.05171853955392,1.03691036904559,1.64178435319341
930,0.678111697509382,0.779908123607049,1.00354171760874,1.15363691645239,1.57773790636849,1.66036297492126,1.26002011235249
907,4.45276950179628,2.03868179127247,0.886302226655827,0.686611954238482,0.932337746374191,0.884173664401997,3.69693882748843
927,1.51329685170155,1.54382810665624,0.971558494086742,0.986556027050636,1.03798956969697,1.04011765496977,3.60069190715049
939,2.54954047407001,3.03635361336275,0.475980764217607,1.19522780193218,0.861000232921999,0.883748751334795,0.687093510096764
935,0.28604188890809,1.97239133725994,1.11728277345428,0.273119287742085,1.83829889318557,1.34356511163702,1.60230783059835
934,3.52677455717138,3.26875953157859,0.786747070738271,0.709501395437008,1.05696555018488,0.681375091585017,3.94965110113147
938,1.18117950612161,1.35239189469568,1.07419715101392,0.775790921755903,0.910937208377359,0.878829793583728,3.80434050438388
902,1.13599981170003,1.06194192682763,0.45971043538388,1.31207353639324,1.29540580437424,1.29853905925518,0.138742043754096
906,4.17110301503607,2.96243366875798,0.875998904271165,0.548390883261306,0.927208526765324,0.933900599715367,5.85300526921526
903,0.855291119915924,1.46172100913314,0.940188057903935,0.971620566555331,1.11505069382883,1.01278393953598,1.1515590614745
