subjid,offer_propoer,offer_recipt,choice,conds,in_outgroup,trial
9391,9,3,3,4,2,58
9391,7,5,2,1,1,59
9391,7,5,2,3,2,60
9391,12,0,4,4,2,61
9391,6,6,1,3,2,62
9391,6,6,1,1,1,63
9391,9,3,2,2,1,64
9391,7,5,2,3,2,65
9391,9,3,3,4,2,66
9391,9,3,3,2,1,67
9391,6,6,1,3,2,68
9391,12,0,4,2,1,69
9391,7,5,1,1,1,70
9391,7,5,2,1,1,71
9391,7,5,2,3,2,144
9351,6,6,1,3,2,1
9351,6,6,1,1,1,2
9351,9,3,4,2,1,3
9351,12,0,4,4,2,4
9351,7,5,1,1,1,5
9351,9,3,1,4,2,6
9351,12,0,1,2,1,7
9351,12,0,3,4,2,8
9351,7,5,1,3,2,9
9351,9,3,2,4,2,10
9351,12,0,3,4,2,11
9351,9,3,2,2,1,12
9351,7,5,1,1,1,13
9351,12,0,2,4,2,14
9351,12,0,3,2,1,15
9351,7,5,2,3,2,16
9351,6,6,1,1,1,17
9351,9,3,2,4,2,18
9351,6,6,1,1,1,19
9351,6,6,1,3,2,20
9351,12,0,3,2,1,21
9351,12,0,4,4,2,22
9351,7,5,1,1,1,23
9351,9,3,1,2,1,24
9351,9,3,2,4,2,25
9351,7,5,2,3,2,26
9351,7,5,1,1,1,27
9351,6,6,1,3,2,28
9351,9,3,1,4,2,29
9351,9,3,2,2,1,30
9351,12,0,2,2,1,31
9351,12,0,3,4,2,32
9351,9,3,1,4,2,33
9351,9,3,2,4,2,34
9351,7,5,1,1,1,35
9351,7,5,1,3,2,36
9351,9,3,2,2,1,37
9351,6,6,1,3,2,38
9351,9,3,3,2,1,39
9351,6,6,1,1,1,40
9351,7,5,1,1,1,41
9351,7,5,1,3,2,42
9351,6,6,1,1,1,43
9351,7,5,1,3,2,44
9351,12,0,3,4,2,45
9351,6,6,1,1,1,46
9351,6,6,2,3,2,47
9351,9,3,2,4,2,48
9351,12,0,3,2,1,49
9351,9,3,2,2,1,50
9351,6,6,1,1,1,51
9351,7,5,2,1,1,52
9351,6,6,1,1,1,53
9351,12,0,3,2,1,54
9351,12,0,2,4,2,55
9351,6,6,1,3,2,56
9351,7,5,1,3,2,57
9351,9,3,1,2,1,58
9351,6,6,1,1,1,59
9351,12,0,3,2,1,60
9351,7,5,1,3,2,61
9351,9,3,2,4,2,62
9351,7,5,1,1,1,63
9351,12,0,3,2,1,64
9351,6,6,1,3,2,65
9351,7,5,1,3,2,66
9351,9,3,1,2,1,67
9351,6,6,1,3,2,68
9351,12,0,1,2,1,69
9351,6,6,1,3,2,70
9351,12,0,3,4,2,71
9351,7,5,1,1,1,72
9351,9,3,2,2,1,1
9351,7,5,1,3,2,2
9351,6,6,1,1,1,3
9351,12,0,3,2,1,4
9351,7,5,1,1,1,5
9351,6,6,1,1,1,6
9351,6,6,1,3,2,7
9351,12,0,2,2,1,8
9351,7,5,2,3,2,9
9351,9,3,2,4,2,10
9351,9,3,2,4,2,11
9351,9,3,1,2,1,12
9351,6,6,1,3,2,13
9351,12,0,2,4,2,14
9351,7,5,1,3,2,15
9351,7,5,1,3,2,16
9351,12,0,3,4,2,17
9351,7,5,3,1,1,18
9351,6,6,1,3,2,19
9351,12,0,4,2,1,20
9351,9,3,1,4,2,21
9351,12,0,3,2,1,22
9351,12,0,1,4,2,23
9351,9,3,2,2,1,24
9351,12,0,3,2,1,25
9351,6,6,1,1,1,26
9351,12,0,4,4,2,27
9351,12,0,4,2,1,28
9351,6,6,1,3,2,29
9351,6,6,1,1,1,30
9351,6,6,1,3,2,31
9351,9,3,1,4,2,32
9351,7,5,1,1,1,33
9351,9,3,2,4,2,34
9351,9,3,1,2,1,35
9351,12,0,3,4,2,36
9351,7,5,1,3,2,37
9351,9,3,2,4,2,38
9351,6,6,1,3,2,39
9351,7,5,2,3,2,40
9351,6,6,1,1,1,41
9351,12,0,4,2,1,42
9351,7,5,2,1,1,43
9351,12,0,2,4,2,44
9351,9,3,2,4,2,45
9351,7,5,1,1,1,46
9351,9,3,2,2,1,47
9351,9,3,2,2,1,48
9351,12,0,3,4,2,49
9351,6,6,1,1,1,50
9351,6,6,1,1,1,51
9351,9,3,1,2,1,52
9351,7,5,1,1,1,53
9351,6,6,1,3,2,54
9351,12,0,3,2,1,55
9351,6,6,1,1,1,56
9351,12,0,3,4,2,57
9351,9,3,2,4,2,58
9351,7,5,1,1,1,59
9351,7,5,1,3,2,60
9351,12,0,2,4,2,61
9351,6,6,1,3,2,62
9351,6,6,1,1,1,63
9351,9,3,3,2,1,64
9351,7,5,1,3,2,65
9351,9,3,2,4,2,66
9351,9,3,1,2,1,67
9351,6,6,1,3,2,68
9351,12,0,2,2,1,69
9351,7,5,1,1,1,70
9351,7,5,4,1,1,71
9351,7,5,1,3,2,144
9341,9,3,1,2,1,1
9341,7,5,1,3,2,2
9341,6,6,1,1,1,3
9341,12,0,2,2,1,4
9341,7,5,1,1,1,5
9341,6,6,1,1,1,6
9341,6,6,1,3,2,7
9341,12,0,3,2,1,8
9341,7,5,1,3,2,9
9341,9,3,2,4,2,10
9341,9,3,1,4,2,11
9341,9,3,2,2,1,12
9341,6,6,1,3,2,13
9341,12,0,2,4,2,14
9341,7,5,1,3,2,15
9341,7,5,1,3,2,16
9341,12,0,3,4,2,17
9341,7,5,1,1,1,18
9341,6,6,1,3,2,19
9341,12,0,2,2,1,20
9341,9,3,1,4,2,21
9341,12,0,2,2,1,22
9341,12,0,3,4,2,23
9341,9,3,2,2,1,24
9341,12,0,2,2,1,25
9341,6,6,1,1,1,26
9341,12,0,3,4,2,27
9341,12,0,3,2,1,28
9341,6,6,1,3,2,29
9341,6,6,1,1,1,30
9341,6,6,1,3,2,31
9341,9,3,2,4,2,32
9341,7,5,1,1,1,33
9341,9,3,2,4,2,34
9341,9,3,2,2,1,35
9341,12,0,3,4,2,36
9341,7,5,1,3,2,37
9341,9,3,1,4,2,38
9341,6,6,1,3,2,39
9341,7,5,1,3,2,40
9341,6,6,1,1,1,41
9341,12,0,2,2,1,42
9341,7,5,1,1,1,43
9341,12,0,3,4,2,44
9341,9,3,2,4,2,45
9341,7,5,1,1,1,46
9341,9,3,2,2,1,47
9341,9,3,2,2,1,48
9341,12,0,3,4,2,49
9341,6,6,1,1,1,50
9341,6,6,1,1,1,51
9341,9,3,1,2,1,52
9341,7,5,1,1,1,53
9341,6,6,1,3,2,54
9341,12,0,3,2,1,55
9341,6,6,1,1,1,56
9341,12,0,3,4,2,57
9341,9,3,2,4,2,58
9341,7,5,1,1,1,59
9341,7,5,1,3,2,60
9341,12,0,3,4,2,61
9341,6,6,1,3,2,62
9341,6,6,1,1,1,63
9341,9,3,1,2,1,64
9341,7,5,1,3,2,65
9341,9,3,1,4,2,66
9341,9,3,2,2,1,67
9341,6,6,1,3,2,68
9341,12,0,2,2,1,69
9341,7,5,1,1,1,70
9341,7,5,1,1,1,71
9341,7,5,1,3,2,72
9341,6,6,1,3,2,1
9341,6,6,1,1,1,2
9341,9,3,1,2,1,3
9341,12,0,2,4,2,4
9341,7,5,1,1,1,5
9341,9,3,2,4,2,6
9341,12,0,3,2,1,7
9341,12,0,3,4,2,8
9341,7,5,1,3,2,9
9341,9,3,2,4,2,10
9341,12,0,3,4,2,11
9341,9,3,2,2,1,12
9341,7,5,2,1,1,13
9341,12,0,3,4,2,14
9341,12,0,3,2,1,15
9341,7,5,1,3,2,16
9341,6,6,1,1,1,17
9341,9,3,2,4,2,18
9341,6,6,1,1,1,19
9341,6,6,1,3,2,20
9341,12,0,2,2,1,21
9341,12,0,4,4,2,22
9341,7,5,1,1,1,23
9341,9,3,2,2,1,24
9341,9,3,2,4,2,25
9341,7,5,2,3,2,26
9341,7,5,1,1,1,27
9341,6,6,1,3,2,28
9341,9,3,1,4,2,29
9341,9,3,2,2,1,30
9341,12,0,3,2,1,31
9341,12,0,3,4,2,32
9341,9,3,2,4,2,33
9341,9,3,2,4,2,34
9341,7,5,1,1,1,35
9341,7,5,1,3,2,36
9341,9,3,2,2,1,37
9341,6,6,1,3,2,38
9341,9,3,1,2,1,39
9341,6,6,1,1,1,40
9341,7,5,1,1,1,41
9341,7,5,1,3,2,42
9341,6,6,1,1,1,43
9341,7,5,1,3,2,44
9341,12,0,2,4,2,45
9341,6,6,1,1,1,46
9341,6,6,1,3,2,47
9341,9,3,1,4,2,48
9341,12,0,3,2,1,49
9341,9,3,1,2,1,50
9341,6,6,1,1,1,51
9341,7,5,1,1,1,52
9341,6,6,1,1,1,53
9341,12,0,2,2,1,54
9341,12,0,3,4,2,55
9341,6,6,1,3,2,56
9341,7,5,1,3,2,57
9341,9,3,1,2,1,58
9341,6,6,1,1,1,59
9341,12,0,3,2,1,60
9341,7,5,1,3,2,61
9341,9,3,2,4,2,62
9341,7,5,1,1,1,63
9341,12,0,3,2,1,64
9341,6,6,1,3,2,65
9341,7,5,1,3,2,66
9341,9,3,2,2,1,67
9341,6,6,1,3,2,68
9341,12,0,2,2,1,69
9341,6,6,1,3,2,70
9341,12,0,3,4,2,71
9341,7,5,1,1,1,144
9381,9,3,1,2,1,1
9381,7,5,1,3,2,2
9381,6,6,1,1,1,3
9381,12,0,2,2,1,4
9381,7,5,1,1,1,5
9381,6,6,1,1,1,6
9381,6,6,2,3,2,7
9381,12,0,1,2,1,8
9381,7,5,1,3,2,9
9381,9,3,2,4,2,10
9381,9,3,4,4,2,11
9381,9,3,2,2,1,12
9381,6,6,1,3,2,13
9381,12,0,4,4,2,14
9381,7,5,1,3,2,15
9381,7,5,2,3,2,16
9381,12,0,4,4,2,17
9381,7,5,1,1,1,18
9381,6,6,1,3,2,19
9381,12,0,1,2,1,20
9381,9,3,3,4,2,21
9381,12,0,1,2,1,22
9381,12,0,4,4,2,23
9381,9,3,1,2,1,24
9381,12,0,3,2,1,25
9381,6,6,1,1,1,26
9381,12,0,4,4,2,27
9381,12,0,2,2,1,28
9381,6,6,1,3,2,29
9381,6,6,1,1,1,30
9381,6,6,2,3,2,31
9381,9,3,1,4,2,32
9381,7,5,1,1,1,33
9381,9,3,2,4,2,34
9381,9,3,2,2,1,35
9381,12,0,2,4,2,36
9381,7,5,2,3,2,37
9381,9,3,3,4,2,38
9381,6,6,1,3,2,39
9381,7,5,2,3,2,40
9381,6,6,1,1,1,41
9381,12,0,3,2,1,42
9381,7,5,1,1,1,43
9381,12,0,4,4,2,44
9381,9,3,2,4,2,45
9381,7,5,1,1,1,46
9381,9,3,2,2,1,47
9381,9,3,3,2,1,48
9381,12,0,4,4,2,49
9381,6,6,1,1,1,50
9381,6,6,1,1,1,51
9381,9,3,2,2,1,52
9381,7,5,1,1,1,53
9381,6,6,1,3,2,54
9381,12,0,1,2,1,55
9381,6,6,1,1,1,56
9381,12,0,4,4,2,57
9381,9,3,4,4,2,58
9381,7,5,1,1,1,59
9381,7,5,1,3,2,60
9381,12,0,4,4,2,61
9381,6,6,2,3,2,62
9381,6,6,1,1,1,63
9381,9,3,1,2,1,64
9381,7,5,1,3,2,65
9381,9,3,3,4,2,66
9381,9,3,2,2,1,67
9381,6,6,1,3,2,68
9381,12,0,1,2,1,69
9381,7,5,1,1,1,70
9381,7,5,1,1,1,71
9381,7,5,2,3,2,72
9381,6,6,1,3,2,1
9381,6,6,1,1,1,2
9381,9,3,1,2,1,3
9381,12,0,4,4,2,4
9381,7,5,1,1,1,5
9381,9,3,2,4,2,6
9381,12,0,1,2,1,7
9381,12,0,4,4,2,8
9381,7,5,1,3,2,9
9381,9,3,3,4,2,10
9381,12,0,4,4,2,11
9381,9,3,2,2,1,12
9381,7,5,1,1,1,13
9381,12,0,3,4,2,14
9381,12,0,2,2,1,15
9381,7,5,1,3,2,16
9381,6,6,1,1,1,17
9381,9,3,2,4,2,18
9381,6,6,1,1,1,19
9381,6,6,1,3,2,20
9381,12,0,1,2,1,21
9381,12,0,4,4,2,22
9381,7,5,1,1,1,23
9381,9,3,2,2,1,24
9381,9,3,2,4,2,25
9381,7,5,2,3,2,26
9381,7,5,1,1,1,27
9381,6,6,1,3,2,28
9381,9,3,2,4,2,29
9381,9,3,3,2,1,30
9381,12,0,1,2,1,31
9381,12,0,4,4,2,32
9381,9,3,4,4,2,33
9381,9,3,2,4,2,34
9381,7,5,1,1,1,35
9381,7,5,1,3,2,36
9381,9,3,2,2,1,37
9381,6,6,1,3,2,38
9381,9,3,1,2,1,39
9381,6,6,1,1,1,40
9381,7,5,1,1,1,41
9381,7,5,2,3,2,42
9381,6,6,1,1,1,43
9381,7,5,2,3,2,44
9381,12,0,2,4,2,45
9381,6,6,1,1,1,46
9381,6,6,1,3,2,47
9381,9,3,3,4,2,48
9381,12,0,1,2,1,49
9381,9,3,2,2,1,50
9381,6,6,1,1,1,51
9381,7,5,1,1,1,52
9381,6,6,1,1,1,53
9381,12,0,1,2,1,54
9381,12,0,2,4,2,55
9381,6,6,1,3,2,56
9381,7,5,2,3,2,57
9381,9,3,2,2,1,58
9381,6,6,1,1,1,59
9381,12,0,3,2,1,60
9381,7,5,2,3,2,61
9381,9,3,1,4,2,62
9381,7,5,1,1,1,63
9381,12,0,1,2,1,64
9381,6,6,1,3,2,65
9381,7,5,1,3,2,66
9381,9,3,1,2,1,67
9381,6,6,1,3,2,68
9381,12,0,1,2,1,69
9381,6,6,2,3,2,70
9381,12,0,4,4,2,71
9381,7,5,1,1,1,144
9021,9,3,1,2,1,1
9021,7,5,4,3,2,2
9021,6,6,1,1,1,3
9021,12,0,2,2,1,4
9021,7,5,1,1,1,5
9021,6,6,1,1,1,6
9021,6,6,2,3,2,7
9021,12,0,4,2,1,8
9021,7,5,4,3,2,9
9021,9,3,3,4,2,10
9021,9,3,4,4,2,11
9021,9,3,1,2,1,12
9021,6,6,4,3,2,13
9021,12,0,4,4,2,14
9021,7,5,4,3,2,15
9021,7,5,4,3,2,16
9021,12,0,4,4,2,17
9021,7,5,1,1,1,18
9021,6,6,4,3,2,19
9021,12,0,2,2,1,20
9021,9,3,4,4,2,21
9021,12,0,3,2,1,22
9021,12,0,4,4,2,23
9021,9,3,1,2,1,24
9021,12,0,3,2,1,25
9021,6,6,1,1,1,26
9021,12,0,4,4,2,27
9021,12,0,3,2,1,28
9021,6,6,3,3,2,29
9021,6,6,1,1,1,30
9021,6,6,4,3,2,31
9021,9,3,4,4,2,32
9021,7,5,1,1,1,33
9021,9,3,4,4,2,34
9021,9,3,1,2,1,35
9021,12,0,4,4,2,36
9021,7,5,4,3,2,37
9021,9,3,4,4,2,38
9021,6,6,4,3,2,39
9021,7,5,3,3,2,40
9021,6,6,1,1,1,41
9021,12,0,2,2,1,42
9021,7,5,1,1,1,43
9021,12,0,4,4,2,44
9021,9,3,4,4,2,45
9021,7,5,1,1,1,46
9021,9,3,2,2,1,47
9021,9,3,1,2,1,48
9021,12,0,4,4,2,49
9021,6,6,1,1,1,50
9021,6,6,1,1,1,51
9021,9,3,1,2,1,52
9021,7,5,1,1,1,53
9021,6,6,4,3,2,54
9021,12,0,1,2,1,55
9021,6,6,1,1,1,56
9021,12,0,4,4,2,57
9021,9,3,4,4,2,58
9021,7,5,1,1,1,59
9021,7,5,4,3,2,60
9021,12,0,4,4,2,61
9021,6,6,4,3,2,62
9021,6,6,1,1,1,63
9021,9,3,1,2,1,64
9021,7,5,2,3,2,65
9021,9,3,4,4,2,66
9021,9,3,1,2,1,67
9021,6,6,4,3,2,68
9021,12,0,1,2,1,69
9021,7,5,1,1,1,70
9021,7,5,1,1,1,71
9021,7,5,4,3,2,72
9021,6,6,4,3,2,1
9021,6,6,1,1,1,2
9021,9,3,1,2,1,3
9021,12,0,4,4,2,4
9021,7,5,1,1,1,5
9021,9,3,4,4,2,6
9021,12,0,1,2,1,7
9021,12,0,4,4,2,8
9021,7,5,4,3,2,9
9021,9,3,4,4,2,10
9021,12,0,4,4,2,11
9021,9,3,1,2,1,12
9021,7,5,1,1,1,13
9021,12,0,4,4,2,14
9021,12,0,1,2,1,15
9021,7,5,4,3,2,16
9021,6,6,1,1,1,17
9021,9,3,4,4,2,18
9021,6,6,1,1,1,19
9021,6,6,4,3,2,20
9021,12,0,1,2,1,21
9021,12,0,4,4,2,22
9021,7,5,1,1,1,23
9021,9,3,2,2,1,24
9021,9,3,4,4,2,25
9021,7,5,4,3,2,26
9021,7,5,1,1,1,27
9021,6,6,4,3,2,28
9021,9,3,4,4,2,29
9021,9,3,1,2,1,30
9021,12,0,3,2,1,31
9021,12,0,4,4,2,32
9021,9,3,4,4,2,33
9021,9,3,4,4,2,34
9021,7,5,1,1,1,35
9021,7,5,4,3,2,36
9021,9,3,1,2,1,37
9021,6,6,3,3,2,38
9021,9,3,2,2,1,39
9021,6,6,1,1,1,40
9021,7,5,1,1,1,41
9021,7,5,4,3,2,42
9021,6,6,1,1,1,43
9021,7,5,3,3,2,44
9021,12,0,4,4,2,45
9021,6,6,1,1,1,46
9021,6,6,3,3,2,47
9021,9,3,4,4,2,48
9021,12,0,2,2,1,49
9021,9,3,1,2,1,50
9021,6,6,1,1,1,51
9021,7,5,1,1,1,52
9021,6,6,1,1,1,53
9021,12,0,1,2,1,54
9021,12,0,4,4,2,55
9021,6,6,4,3,2,56
9021,7,5,4,3,2,57
9021,9,3,2,2,1,58
9021,6,6,1,1,1,59
9021,12,0,1,2,1,60
9021,7,5,4,3,2,61
9021,9,3,4,4,2,62
9021,7,5,1,1,1,63
9021,12,0,3,2,1,64
9021,6,6,3,3,2,65
9021,7,5,4,3,2,66
9021,9,3,1,2,1,67
9021,6,6,4,3,2,68
9021,12,0,2,2,1,69
9021,6,6,4,3,2,70
9021,12,0,4,4,2,71
9021,7,5,1,1,1,144
9061,9,3,2,2,1,1
9061,7,5,1,3,2,2
9061,6,6,1,1,1,3
9061,12,0,3,2,1,4
9061,7,5,1,1,1,5
9061,6,6,1,1,1,6
9061,6,6,1,3,2,7
9061,12,0,3,2,1,8
9061,7,5,1,3,2,9
9061,9,3,2,4,2,10
9061,9,3,2,4,2,11
9061,9,3,2,2,1,12
9061,6,6,1,3,2,13
9061,12,0,3,4,2,14
9061,7,5,1,3,2,15
9061,7,5,1,3,2,16
9061,12,0,3,4,2,17
9061,7,5,1,1,1,18
9061,6,6,1,3,2,19
9061,12,0,3,2,1,20
9061,9,3,2,4,2,21
9061,12,0,3,2,1,22
9061,12,0,2,4,2,23
9061,9,3,2,2,1,24
9061,12,0,3,2,1,25
9061,6,6,1,1,1,26
9061,12,0,4,4,2,27
9061,12,0,2,2,1,28
9061,6,6,1,3,2,29
9061,6,6,1,1,1,30
9061,6,6,1,3,2,31
9061,9,3,1,4,2,32
9061,7,5,1,1,1,33
9061,9,3,2,4,2,34
9061,9,3,2,2,1,35
9061,12,0,2,4,2,36
9061,7,5,1,3,2,37
9061,9,3,2,4,2,38
9061,6,6,1,3,2,39
9061,7,5,1,3,2,40
9061,6,6,1,1,1,41
9061,12,0,3,2,1,42
9061,7,5,1,1,1,43
9061,12,0,4,4,2,44
9061,9,3,1,4,2,45
9061,7,5,1,1,1,46
9061,9,3,2,2,1,47
9061,9,3,2,2,1,48
9061,12,0,3,4,2,49
9061,6,6,1,1,1,50
9061,6,6,1,1,1,51
9061,9,3,2,2,1,52
9061,7,5,1,1,1,53
9061,6,6,1,3,2,54
9061,12,0,3,2,1,55
9061,6,6,1,1,1,56
9061,12,0,3,4,2,57
9061,9,3,2,4,2,58
9061,7,5,1,1,1,59
9061,7,5,2,3,2,60
9061,12,0,4,4,2,61
9061,6,6,1,3,2,62
9061,6,6,1,1,1,63
9061,9,3,2,2,1,64
9061,7,5,1,3,2,65
9061,9,3,1,4,2,66
9061,9,3,1,2,1,67
9061,6,6,1,3,2,68
9061,12,0,1,2,1,69
9061,7,5,1,1,1,70
9061,7,5,1,1,1,71
9061,7,5,1,3,2,72
9061,6,6,1,3,2,1
9061,6,6,1,1,1,2
9061,9,3,2,2,1,3
9061,12,0,4,4,2,4
9061,7,5,1,1,1,5
9061,9,3,2,4,2,6
9061,12,0,3,2,1,7
9061,12,0,4,4,2,8
9061,7,5,1,3,2,9
9061,9,3,2,4,2,10
9061,12,0,3,4,2,11
9061,9,3,2,2,1,12
9061,7,5,1,1,1,13
9061,12,0,4,4,2,14
9061,12,0,2,2,1,15
9061,7,5,1,3,2,16
9061,6,6,1,1,1,17
9061,9,3,2,4,2,18
9061,6,6,1,1,1,19
9061,6,6,1,3,2,20
9061,12,0,3,2,1,21
9061,12,0,3,4,2,22
9061,7,5,1,1,1,23
9061,9,3,2,2,1,24
9061,9,3,2,4,2,25
9061,7,5,1,3,2,26
9061,7,5,1,1,1,27
9061,6,6,1,3,2,28
9061,9,3,2,4,2,29
9061,9,3,1,2,1,30
9061,12,0,3,2,1,31
9061,12,0,3,4,2,32
9061,9,3,2,4,2,33
9061,9,3,2,4,2,34
9061,7,5,1,1,1,35
9061,7,5,2,3,2,36
9061,9,3,1,2,1,37
9061,6,6,1,3,2,38
9061,9,3,2,2,1,39
9061,6,6,1,1,1,40
9061,7,5,1,1,1,41
9061,7,5,1,3,2,42
9061,6,6,1,1,1,43
9061,7,5,1,3,2,44
9061,12,0,3,4,2,45
9061,6,6,1,1,1,46
9061,6,6,1,3,2,47
9061,9,3,2,4,2,48
9061,12,0,3,2,1,49
9061,9,3,2,2,1,50
9061,6,6,1,1,1,51
9061,7,5,1,1,1,52
9061,6,6,1,1,1,53
9061,12,0,3,2,1,54
9061,12,0,4,4,2,55
9061,6,6,1,3,2,56
9061,7,5,1,3,2,57
9061,9,3,2,2,1,58
9061,6,6,1,1,1,59
9061,12,0,1,2,1,60
9061,7,5,1,3,2,61
9061,9,3,2,4,2,62
9061,7,5,1,1,1,63
9061,12,0,2,2,1,64
9061,6,6,1,3,2,65
9061,7,5,1,3,2,66
9061,9,3,2,2,1,67
9061,6,6,1,3,2,68
9061,12,0,3,2,1,69
9061,6,6,1,3,2,70
9061,12,0,3,4,2,71
9061,7,5,1,1,1,144
9031,6,6,1,3,2,1
9031,6,6,1,1,1,2
9031,9,3,1,2,1,3
9031,12,0,2,4,2,4
9031,7,5,1,1,1,5
9031,9,3,1,4,2,6
9031,12,0,2,2,1,7
9031,12,0,4,4,2,8
9031,7,5,1,3,2,9
9031,9,3,2,4,2,10
9031,12,0,4,4,2,11
9031,9,3,1,2,1,12
9031,7,5,1,1,1,13
9031,12,0,4,4,2,14
9031,12,0,1,2,1,15
9031,7,5,1,3,2,16
9031,6,6,1,1,1,17
9031,9,3,1,4,2,18
9031,6,6,1,1,1,19
9031,6,6,1,3,2,20
9031,12,0,2,2,1,21
9031,12,0,4,4,2,22
9031,7,5,1,1,1,23
9031,9,3,1,2,1,24
9031,9,3,1,4,2,25
9031,7,5,1,3,2,26
9031,7,5,1,1,1,27
9031,6,6,1,3,2,28
9031,9,3,1,4,2,29
9031,9,3,1,2,1,30
9031,12,0,1,2,1,31
9031,12,0,4,4,2,32
9031,9,3,2,4,2,33
9031,9,3,2,4,2,34
9031,7,5,1,1,1,35
9031,7,5,1,3,2,36
9031,9,3,1,2,1,37
9031,6,6,1,3,2,38
9031,9,3,1,2,1,39
9031,6,6,1,1,1,40
9031,7,5,1,1,1,41
9031,7,5,1,3,2,42
9031,6,6,1,1,1,43
9031,7,5,1,3,2,44
9031,12,0,3,4,2,45
9031,6,6,1,1,1,46
9031,6,6,1,3,2,47
9031,9,3,1,4,2,48
9031,12,0,1,2,1,49
9031,9,3,1,2,1,50
9031,6,6,1,1,1,51
9031,7,5,1,1,1,52
9031,6,6,1,1,1,53
9031,12,0,1,2,1,54
9031,12,0,3,4,2,55
9031,6,6,1,3,2,56
9031,7,5,1,3,2,57
9031,9,3,1,2,1,58
9031,6,6,1,1,1,59
9031,12,0,1,2,1,60
9031,7,5,1,3,2,61
9031,9,3,2,4,2,62
9031,7,5,1,1,1,63
9031,12,0,1,2,1,64
9031,6,6,1,3,2,65
9031,7,5,1,3,2,66
9031,9,3,1,2,1,67
9031,6,6,1,3,2,68
9031,12,0,2,2,1,69
9031,6,6,1,3,2,70
9031,12,0,4,4,2,71
9031,7,5,1,1,1,72
9031,9,3,1,2,1,1
9031,7,5,1,3,2,2
9031,6,6,1,1,1,3
9031,12,0,1,2,1,4
9031,7,5,1,1,1,5
9031,6,6,1,1,1,6
9031,6,6,1,3,2,7
9031,12,0,1,2,1,8
9031,7,5,1,3,2,9
9031,9,3,2,4,2,10
9031,9,3,2,4,2,11
9031,9,3,1,2,1,12
9031,6,6,1,3,2,13
9031,12,0,1,4,2,14
9031,7,5,1,3,2,15
9031,7,5,1,3,2,16
9031,12,0,4,4,2,17
9031,7,5,1,1,1,18
9031,6,6,1,3,2,19
9031,12,0,1,2,1,20
9031,9,3,2,4,2,21
9031,12,0,2,2,1,22
9031,12,0,4,4,2,23
9031,9,3,1,2,1,24
9031,12,0,2,2,1,25
9031,6,6,1,1,1,26
9031,12,0,4,4,2,27
9031,12,0,2,2,1,28
9031,6,6,1,3,2,29
9031,6,6,1,1,1,30
9031,6,6,1,3,2,31
9031,9,3,2,4,2,32
9031,7,5,1,1,1,33
9031,9,3,2,4,2,34
9031,9,3,1,2,1,35
9031,12,0,2,4,2,36
9031,7,5,1,3,2,37
9031,9,3,2,4,2,38
9031,6,6,1,3,2,39
9031,7,5,1,3,2,40
9031,6,6,1,1,1,41
9031,12,0,1,2,1,42
9031,7,5,1,1,1,43
9031,12,0,3,4,2,44
9031,9,3,2,4,2,45
9031,7,5,1,1,1,46
9031,9,3,1,2,1,47
9031,9,3,1,2,1,48
9031,12,0,4,4,2,49
9031,6,6,1,1,1,50
9031,6,6,1,1,1,51
9031,9,3,1,2,1,52
9031,7,5,1,1,1,53
9031,6,6,1,3,2,54
9031,12,0,2,2,1,55
9031,6,6,1,1,1,56
9031,12,0,4,4,2,57
9031,9,3,2,4,2,58
9031,7,5,1,1,1,59
9031,7,5,1,3,2,60
9031,12,0,4,4,2,61
9031,6,6,1,3,2,62
9031,6,6,1,1,1,63
9031,9,3,1,2,1,64
9031,7,5,1,3,2,65
9031,9,3,1,4,2,66
9031,9,3,1,2,1,67
9031,6,6,1,3,2,68
9031,12,0,1,2,1,69
9031,7,5,1,1,1,70
9031,7,5,1,1,1,71
9031,7,5,1,3,2,144
909,6,6,1,3,2,1
909,6,6,1,1,1,2
909,9,3,1,2,1,3
909,12,0,4,4,2,4
909,7,5,1,1,1,5
909,9,3,3,4,2,6
909,12,0,3,2,1,7
909,12,0,4,4,2,8
909,7,5,1,3,2,9
909,9,3,3,4,2,10
909,12,0,4,4,2,11
909,9,3,1,2,1,12
909,7,5,1,1,1,13
909,12,0,4,4,2,14
909,12,0,2,2,1,15
909,7,5,2,3,2,16
909,6,6,1,1,1,17
909,9,3,3,4,2,18
909,6,6,1,1,1,19
909,6,6,1,3,2,20
909,12,0,3,2,1,21
909,12,0,4,4,2,22
909,7,5,1,1,1,23
909,9,3,1,2,1,24
909,9,3,3,4,2,25
909,7,5,1,3,2,26
909,7,5,1,1,1,27
909,6,6,1,3,2,28
909,9,3,3,4,2,29
909,9,3,1,2,1,30
909,12,0,1,2,1,31
909,12,0,4,4,2,32
909,9,3,2,4,2,33
909,9,3,3,4,2,34
909,7,5,1,1,1,35
909,7,5,1,3,2,36
909,9,3,2,2,1,37
909,6,6,1,3,2,38
909,9,3,1,2,1,39
909,6,6,1,1,1,40
909,7,5,1,1,1,41
909,7,5,1,3,2,42
909,6,6,1,1,1,43
909,7,5,1,3,2,44
909,12,0,4,4,2,45
909,6,6,1,1,1,46
909,6,6,1,3,2,47
909,9,3,3,4,2,48
909,12,0,3,2,1,49
909,9,3,2,2,1,50
909,6,6,1,1,1,51
909,7,5,1,1,1,52
909,6,6,1,1,1,53
909,12,0,3,2,1,54
909,12,0,4,4,2,55
