subid,gender,trial,run,choice_raw,offer_propoer,conds,RT,offer_recipt,choice,in_outgroup
9351,2,4,1,0,12,4,4.143,0,1,2
9351,2,5,1,2,7,1,4.182,5,2,1
9351,2,6,1,2,9,4,3.759,3,2,2
9351,2,7,1,0,12,2,3.517,0,1,1
9351,2,8,1,2,12,4,2.997,0,2,2
9351,2,9,1,2,7,3,3.031,5,2,2
9351,2,10,1,0,9,4,2.886,3,1,2
9351,2,11,1,4,12,4,2.533,0,3,2
9351,2,12,1,2,9,2,2.074,3,2,1
9351,2,13,1,2,7,1,1.863,5,2,1
9351,2,14,1,2,12,4,2.65,0,2,2
9351,2,15,1,4,12,2,3.166,0,3,1
9351,2,16,1,2,7,3,2.175,5,2,2
9351,2,17,1,4,6,1,2.332,6,3,1
9351,2,18,1,2,9,4,2.859,3,2,2
9351,2,19,1,4,6,1,2.266,6,3,1
9351,2,20,1,2,6,3,2.462,6,2,2
9351,2,21,1,2,12,2,2.559,0,2,1
9351,2,22,1,0,12,4,2.199,0,1,2
9351,2,23,1,2,7,1,1.829,5,2,1
9351,2,24,1,4,9,2,3.021,3,3,1
9351,2,25,1,0,9,4,2.783,3,1,2
9351,2,26,1,2,7,3,2.014,5,2,2
9351,2,27,1,2,7,1,2.076,5,2,1
9351,2,28,1,0,6,3,2.18,6,1,2
9351,2,29,1,0,9,4,1.908,3,1,2
9351,2,30,1,2,9,2,1.883,3,2,1
9351,2,31,1,2,12,2,3.152,0,2,1
9351,2,32,1,0,12,4,1.479,0,1,2
9351,2,33,1,0,9,4,2.106,3,1,2
9351,2,34,1,2,9,4,2.217,3,2,2
9351,2,35,1,2,7,1,2.158,5,2,1
9351,2,36,1,2,7,3,3.726,5,2,2
9351,2,37,1,4,9,2,2.465,3,3,1
9351,2,38,1,2,6,3,3.596,6,2,2
9351,2,39,1,2,9,2,1.919,3,2,1
9351,2,40,1,0,6,1,3.371,6,1,1
9351,2,41,1,0,7,1,4.15,5,1,1
9351,2,42,1,0,7,3,2.178,5,1,2
9351,2,43,1,0,6,1,1.889,6,1,1
9351,2,44,1,0,7,3,2.772,5,1,2
9351,2,45,1,2,12,4,2.887,0,2,2
9351,2,46,1,0,6,1,1.88,6,1,1
9351,2,47,1,0,6,3,2.647,6,1,2
9351,2,48,1,2,9,4,3.481,3,2,2
9351,2,49,1,0,12,2,3.501,0,1,1
9351,2,50,1,2,9,2,3.609,3,2,1
9351,2,51,1,0,6,1,2.069,6,1,1
9351,2,52,1,0,7,1,2.561,5,1,1
9351,2,53,1,0,6,1,1.813,6,1,1
9351,2,54,1,4,12,2,1.961,0,3,1
9351,2,55,1,4,12,4,3.227,0,3,2
9351,2,56,1,0,6,3,2.44,6,1,2
9351,2,57,1,0,7,3,3.078,5,1,2
9351,2,58,1,2,9,2,1.741,3,2,1
9351,2,59,1,0,6,1,1.662,6,1,1
9351,2,60,1,2,12,2,1.992,0,2,1
9351,2,61,1,0,7,3,1.741,5,1,2
9351,2,62,1,2,9,4,1.583,3,2,2
9351,2,63,1,0,7,1,1.729,5,1,1
9351,2,64,1,4,12,2,2.177,0,3,1
9351,2,65,1,0,6,3,2.711,6,1,2
9351,2,66,1,0,7,3,1.947,5,1,2
9351,2,67,1,4,9,2,1.529,3,3,1
9351,2,68,1,2,6,3,1.823,6,2,2
9351,2,69,1,4,12,2,3.158,0,3,1
9351,2,70,1,0,6,3,2.266,6,1,2
9351,2,71,1,2,12,4,3.434,0,2,2
9351,2,72,1,0,7,1,3.075,5,1,1
9351,2,1,2,2,9,2,2.256,3,2,1
9351,2,2,2,0,7,3,1.293,5,1,2
9351,2,3,2,0,6,1,1.681,6,1,1
9351,2,4,2,4,12,2,1.796,0,3,1
9351,2,5,2,0,7,1,1.543,5,1,1
9351,2,6,2,0,6,1,1.352,6,1,1
9351,2,7,2,2,6,3,2.603,6,2,2
9351,2,8,2,4,12,2,1.658,0,3,1
9351,2,9,2,0,7,3,1.822,5,1,2
9351,2,10,2,2,9,4,1.61,3,2,2
9351,2,11,2,2,9,4,1.123,3,2,2
9351,2,12,2,2,9,2,1.398,3,2,1
9351,2,13,2,0,6,3,1.848,6,1,2
9351,2,14,2,4,12,4,1.504,0,3,2
9351,2,15,2,0,7,3,1.386,5,1,2
9351,2,16,2,0,7,3,1.195,5,1,2
9351,2,17,2,4,12,4,1.843,0,3,2
9351,2,18,2,0,7,1,2.247,5,1,1
9351,2,19,2,2,6,3,1.315,6,2,2
9351,2,20,2,0,12,2,1.677,0,1,1
9351,2,21,2,2,9,4,2.207,3,2,2
9351,2,22,2,4,12,2,1.448,0,3,1
9351,2,23,2,4,12,4,1.267,0,3,2
9351,2,24,2,2,9,2,1.484,3,2,1
9351,2,25,2,2,12,2,1.206,0,2,1
9351,2,26,2,0,6,1,2.188,6,1,1
9351,2,27,2,4,12,4,1.949,0,3,2
9351,2,28,2,2,12,2,1.594,0,2,1
9351,2,29,2,0,6,3,1.974,6,1,2
9351,2,30,2,0,6,1,2.499,6,1,1
9351,2,31,2,0,6,3,1.253,6,1,2
9351,2,32,2,2,9,4,1.152,3,2,2
9351,2,33,2,0,7,1,1.545,5,1,1
9351,2,34,2,2,9,4,1.551,3,2,2
9351,2,35,2,2,9,2,1.101,3,2,1
9351,2,36,2,4,12,4,1.391,0,3,2
9351,2,37,2,0,7,3,1.523,5,1,2
9351,2,38,2,2,9,4,1.146,3,2,2
9351,2,39,2,0,6,3,1.609,6,1,2
9351,2,40,2,0,7,3,1.039,5,1,2
9351,2,41,2,0,6,1,2.767,6,1,1
9351,2,42,2,4,12,2,1.422,0,3,1
9351,2,43,2,0,7,1,1.53,5,1,1
9351,2,44,2,4,12,4,2.28,0,3,2
9351,2,45,2,2,9,4,1.847,3,2,2
9351,2,46,2,0,7,1,1.323,5,1,1
9351,2,47,2,2,9,2,1.306,3,2,1
9351,2,48,2,2,9,2,1.175,3,2,1
9351,2,49,2,4,12,4,1.672,0,3,2
9351,2,50,2,0,6,1,2.286,6,1,1
9351,2,51,2,0,6,1,1.45,6,1,1
9351,2,52,2,2,9,2,1.225,3,2,1
9351,2,53,2,0,7,1,2.243,5,1,1
9351,2,54,2,0,6,3,1.366,6,1,2
9351,2,55,2,4,12,2,1.41,0,3,1
9351,2,56,2,0,6,1,2.395,6,1,1
9351,2,57,2,4,12,4,1.44,0,3,2
9351,2,58,2,2,9,4,1.279,3,2,2
9351,2,59,2,0,7,1,1.909,5,1,1
9351,2,60,2,0,7,3,1.736,5,1,2
9351,2,61,2,4,12,4,1.786,0,3,2
9351,2,62,2,0,6,3,1.49,6,1,2
9351,2,63,2,0,6,1,1.602,6,1,1
9351,2,64,2,2,9,2,0.966,3,2,1
9351,2,65,2,0,7,3,1.344,5,1,2
9351,2,66,2,2,9,4,1.246,3,2,2
9351,2,67,2,2,9,2,1.129,3,2,1
9351,2,68,2,0,6,3,1.78,6,1,2
9351,2,69,2,4,12,2,1.828,0,3,1
9351,2,70,2,0,7,1,1.434,5,1,1
9351,2,71,2,0,7,1,1.557,5,1,1
9351,2,72,2,0,7,3,1.136,5,1,2
9341,2,1,1,0,9,2,4.389,3,1,1
9341,2,2,1,0,7,3,2.899,5,1,2
9341,2,3,1,0,6,1,1.735,6,1,1
9341,2,4,1,4,12,2,2.673,0,3,1
9341,2,5,1,0,7,1,2.181,5,1,1
9341,2,6,1,0,6,1,2.413,6,1,1
9341,2,7,1,0,6,3,1.585,6,1,2
9341,2,8,1,4,12,2,1.983,0,3,1
9341,2,9,1,0,7,3,2.019,5,1,2
9341,2,10,1,2,9,4,2.16,3,2,2
9341,2,11,1,2,9,4,4.417,3,2,2
9341,2,12,1,2,9,2,3.451,3,2,1
9341,2,13,1,0,6,3,1.085,6,1,2
9341,2,14,1,2,12,4,5.117,0,2,2
9341,2,15,1,0,7,3,1.767,5,1,2
9341,2,16,1,0,7,3,2.064,5,1,2
9341,2,17,1,4,12,4,3.049,0,3,2
9341,2,18,1,0,7,1,1.523,5,1,1
9341,2,19,1,0,6,3,0.951,6,1,2
9341,2,20,1,2,12,2,2.37,0,2,1
9341,2,21,1,0,9,4,5.381,3,1,2
9341,2,22,1,2,12,2,2.141,0,2,1
9341,2,23,1,4,12,4,4.008,0,3,2
9341,2,24,1,2,9,2,2.705,3,2,1
9341,2,25,1,2,12,2,1.419,0,2,1
9341,2,26,1,0,6,1,1.329,6,1,1
9341,2,27,1,2,12,4,4.491,0,2,2
9341,2,28,1,2,12,2,1.759,0,2,1
9341,2,29,1,0,6,3,0.907,6,1,2
9341,2,30,1,0,6,1,1.488,6,1,1
9341,2,31,1,0,6,3,1.043,6,1,2
9341,2,32,1,0,9,4,2.638,3,1,2
9341,2,33,1,0,7,1,1.791,5,1,1
9341,2,34,1,2,9,4,3.524,3,2,2
9341,2,35,1,2,9,2,2.098,3,2,1
9341,2,36,1,2,12,4,1.644,0,2,2
9341,2,37,1,0,7,3,0.912,5,1,2
9341,2,38,1,2,9,4,4.119,3,2,2
9341,2,39,1,0,6,3,0.838,6,1,2
9341,2,40,1,0,7,3,0.915,5,1,2
9341,2,41,1,0,6,1,0.716,6,1,1
9341,2,42,1,2,12,2,2.195,0,2,1
9341,2,43,1,0,7,1,1.088,5,1,1
9341,2,44,1,2,12,4,1.318,0,2,2
9341,2,45,1,0,9,4,2.053,3,1,2
9341,2,46,1,0,7,1,1.04,5,1,1
9341,2,47,1,2,9,2,2.759,3,2,1
9341,2,48,1,2,9,2,2.205,3,2,1
9341,2,49,1,4,12,4,1.773,0,3,2
9341,2,50,1,0,6,1,2.331,6,1,1
9341,2,51,1,0,6,1,1.831,6,1,1
9341,2,52,1,2,9,2,2.719,3,2,1
9341,2,53,1,0,7,1,1.104,5,1,1
9341,2,54,1,0,6,3,0.923,6,1,2
9341,2,56,1,0,6,1,0.761,6,1,1
9341,2,57,1,4,12,4,0.934,0,3,2
9341,2,58,1,2,9,4,2.244,3,2,2
9341,2,59,1,0,7,1,1.281,5,1,1
9341,2,60,1,0,7,3,1.549,5,1,2
9341,2,61,1,4,12,4,1.135,0,3,2
9341,2,62,1,0,6,3,1.055,6,1,2
9341,2,64,1,4,9,2,4.979,3,3,1
9341,2,65,1,0,7,3,1.398,5,1,2
9341,2,66,1,2,9,4,1.947,3,2,2
9341,2,67,1,0,9,2,1.91,3,1,1
9341,2,68,1,0,6,3,0.818,6,1,2
9341,2,69,1,4,12,2,2.009,0,3,1
9341,2,70,1,0,7,1,2.159,5,1,1
9341,2,71,1,0,7,1,1.017,5,1,1
9341,2,72,1,0,7,3,1.548,5,1,2
9341,2,1,2,0,6,3,1.098,6,1,2
9341,2,2,2,0,6,1,1.115,6,1,1
9341,2,3,2,0,9,2,2.9,3,1,1
9341,2,4,2,6,12,4,1.087,0,4,2
9341,2,5,2,0,7,1,0.879,5,1,1
9341,2,6,2,0,9,4,2.807,3,1,2
9341,2,7,2,2,12,2,3.109,0,2,1
9341,2,8,2,4,12,4,2.71,0,3,2
9341,2,9,2,0,7,3,1.071,5,1,2
9341,2,10,2,2,9,4,1.67,3,2,2
9341,2,11,2,2,12,4,1.413,0,2,2
9341,2,12,2,0,9,2,2.458,3,1,1
9341,2,13,2,0,7,1,0.936,5,1,1
9341,2,14,2,4,12,4,1.658,0,3,2
9341,2,15,2,4,12,2,2.158,0,3,1
9341,2,16,2,0,7,3,0.983,5,1,2
9341,2,17,2,0,6,1,1.492,6,1,1
9341,2,18,2,2,9,4,1.251,3,2,2
9341,2,19,2,0,6,1,0.923,6,1,1
9341,2,20,2,0,6,3,0.679,6,1,2
9341,2,21,2,4,12,2,2.231,0,3,1
9341,2,22,2,4,12,4,1.263,0,3,2
9341,2,24,2,4,9,2,2.973,3,3,1
9341,2,25,2,2,9,4,1.975,3,2,2
9341,2,26,2,0,7,3,0.83,5,1,2
9341,2,27,2,0,7,1,0.636,5,1,1
9341,2,28,2,0,6,3,0.9,6,1,2
9341,2,29,2,0,9,4,2.332,3,1,2
9341,2,34,2,2,9,4,2.521,3,2,2
9341,2,35,2,0,7,1,0.663,5,1,1
9341,2,36,2,0,7,3,0.719,5,1,2
9341,2,37,2,0,9,2,2.665,3,1,1
9341,2,38,2,0,6,3,0.676,6,1,2
9341,2,39,2,0,9,2,1.972,3,1,1
9341,2,40,2,0,6,1,0.675,6,1,1
9341,2,41,2,0,7,1,1.166,5,1,1
9341,2,42,2,0,7,3,1.05,5,1,2
9341,2,43,2,0,6,1,0.745,6,1,1
9341,2,44,2,0,7,3,2.451,5,1,2
9341,2,45,2,2,12,4,1.254,0,2,2
9341,2,46,2,0,6,1,0.632,6,1,1
9341,2,47,2,0,6,3,0.886,6,1,2
9341,2,48,2,2,9,4,1.217,3,2,2
9341,2,49,2,4,12,2,3.957,0,3,1
9341,2,50,2,2,9,2,1.161,3,2,1
9341,2,51,2,0,6,1,0.621,6,1,1
9341,2,52,2,0,7,1,0.745,5,1,1
9341,2,53,2,0,6,1,0.716,6,1,1
9341,2,54,2,2,12,2,1.282,0,2,1
9341,2,55,2,4,12,4,1.828,0,3,2
9341,2,56,2,0,6,3,0.856,6,1,2
9341,2,57,2,0,7,3,1.062,5,1,2
9341,2,58,2,2,9,2,1.773,3,2,1
9341,2,59,2,0,6,1,0.798,6,1,1
9341,2,60,2,4,12,2,1.232,0,3,1
9341,2,61,2,0,7,3,0.829,5,1,2
9341,2,63,2,0,7,1,2.922,5,1,1
9341,2,64,2,4,12,2,0.986,0,3,1
9341,2,65,2,0,6,3,0.664,6,1,2
9341,2,66,2,0,7,3,0.659,5,1,2
9341,2,67,2,2,9,2,0.938,3,2,1
9341,2,69,2,4,12,2,1.15,0,3,1
9341,2,70,2,0,6,3,0.682,6,1,2
9341,2,71,2,4,12,4,0.826,0,3,2
9341,2,72,2,0,7,1,0.796,5,1,1
9381,2,1,1,2,9,2,4.943,3,2,1
9381,2,3,1,0,6,1,2.057,6,1,1
9381,2,4,1,6,12,2,2.788,0,4,1
9381,2,5,1,0,7,1,3.591,5,1,1
9381,2,6,1,0,6,1,2.544,6,1,1
9381,2,7,1,2,6,3,4.339,6,2,2
9381,2,8,1,0,12,2,5.825,0,1,1
9381,2,9,1,2,7,3,2.613,5,2,2
9381,2,10,1,2,9,4,2.01,3,2,2
9381,2,11,1,2,9,4,4.227,3,2,2
9381,2,12,1,0,9,2,2.429,3,1,1
9381,2,13,1,2,6,3,5.984,6,2,2
9381,2,14,1,0,12,4,3.664,0,1,2
9381,2,15,1,2,7,3,3.954,5,2,2
9381,2,16,1,2,7,3,4.267,5,2,2
9381,2,17,1,2,12,4,4.779,0,2,2
9381,2,18,1,0,7,1,2.215,5,1,1
9381,2,19,1,0,6,3,5.779,6,1,2
9381,2,20,1,2,12,2,4.165,0,2,1
9381,2,21,1,4,9,4,4.887,3,3,2
9381,2,22,1,0,12,2,2.592,0,1,1
9381,2,23,1,0,12,4,5.523,0,1,2
9381,2,24,1,2,9,2,5.068,3,2,1
9381,2,25,1,0,12,2,3.063,0,1,1
9381,2,26,1,0,6,1,1.188,6,1,1
9381,2,27,1,6,12,4,3.326,0,4,2
9381,2,28,1,0,12,2,1.93,0,1,1
9381,2,29,1,2,6,3,2.494,6,2,2
9381,2,30,1,0,6,1,1.163,6,1,1
9381,2,31,1,0,6,3,3.293,6,1,2
9381,2,32,1,2,9,4,1.961,3,2,2
9381,2,34,1,2,9,4,2.863,3,2,2
9381,2,35,1,0,9,2,2.18,3,1,1
9381,2,36,1,6,12,4,4.592,0,4,2
9381,2,37,1,2,7,3,2.411,5,2,2
9381,2,38,1,2,9,4,2.178,3,2,2
9381,2,39,1,2,6,3,3.704,6,2,2
9381,2,40,1,2,7,3,2.03,5,2,2
9381,2,41,1,0,6,1,1.431,6,1,1
9381,2,42,1,0,12,2,2.734,0,1,1
9381,2,43,1,0,7,1,1.474,5,1,1
9381,2,44,1,6,12,4,1.505,0,4,2
9381,2,45,1,2,9,4,4.567,3,2,2
9381,2,46,1,0,7,1,3.826,5,1,1
9381,2,47,1,0,9,2,1.202,3,1,1
9381,2,48,1,0,9,2,1.655,3,1,1
9381,2,49,1,6,12,4,1.168,0,4,2
9381,2,50,1,0,6,1,1.158,6,1,1
9381,2,51,1,0,6,1,0.905,6,1,1
9381,2,52,1,0,9,2,2.241,3,1,1
9381,2,53,1,0,7,1,0.756,5,1,1
9381,2,54,1,2,6,3,2.638,6,2,2
9381,2,55,1,0,12,2,1.33,0,1,1
9381,2,56,1,0,6,1,0.899,6,1,1
9381,2,57,1,4,12,4,4.064,0,3,2
9381,2,58,1,2,9,4,4.583,3,2,2
9381,2,59,1,0,7,1,1.213,5,1,1
9381,2,60,1,2,7,3,1.383,5,2,2
9381,2,61,1,6,12,4,4.073,0,4,2
9381,2,62,1,2,6,3,2.506,6,2,2
9381,2,63,1,0,6,1,0.985,6,1,1
9381,2,64,1,0,9,2,1.445,3,1,1
9381,2,65,1,2,7,3,3.969,5,2,2
9381,2,66,1,2,9,4,1.102,3,2,2
9381,2,67,1,0,9,2,2.145,3,1,1
9381,2,68,1,2,6,3,2.493,6,2,2
9381,2,69,1,0,12,2,0.853,0,1,1
9381,2,70,1,0,7,1,0.801,5,1,1
9381,2,71,1,0,7,1,0.764,5,1,1
9381,2,72,1,2,7,3,1.383,5,2,2
9381,2,1,2,2,6,3,2.126,6,2,2
9381,2,2,2,0,6,1,0.815,6,1,1
9381,2,3,2,0,9,2,1.12,3,1,1
9381,2,4,2,6,12,4,2.748,0,4,2
9381,2,5,2,0,7,1,1.339,5,1,1
9381,2,6,2,0,9,4,4.987,3,1,2
9381,2,7,2,0,12,2,0.713,0,1,1
9381,2,8,2,6,12,4,1.169,0,4,2
9381,2,9,2,2,7,3,1.787,5,2,2
9381,2,10,2,2,9,4,2.146,3,2,2
9381,2,11,2,6,12,4,1.881,0,4,2
9381,2,12,2,0,9,2,0.807,3,1,1
9381,2,13,2,0,7,1,0.756,5,1,1
9381,2,14,2,6,12,4,1.975,0,4,2
9381,2,15,2,0,12,2,0.955,0,1,1
9381,2,16,2,2,7,3,1.963,5,2,2
9381,2,17,2,0,6,1,0.576,6,1,1
9381,2,18,2,2,9,4,3.648,3,2,2
9381,2,19,2,0,6,1,0.679,6,1,1
9381,2,20,2,0,6,3,1.915,6,1,2
9381,2,21,2,0,12,2,0.788,0,1,1
9381,2,22,2,6,12,4,1.1,0,4,2
9381,2,23,2,2,7,1,1.425,5,2,1
9381,2,24,2,0,9,2,1.393,3,1,1
9381,2,25,2,2,9,4,1.731,3,2,2
9381,2,26,2,2,7,3,2.602,5,2,2
9381,2,27,2,0,7,1,0.793,5,1,1
9381,2,28,2,0,6,3,1.569,6,1,2
9381,2,29,2,2,9,4,4.52,3,2,2
9381,2,30,2,0,9,2,0.768,3,1,1
9381,2,31,2,0,12,2,1.3,0,1,1
9381,2,32,2,6,12,4,1.885,0,4,2
9381,2,33,2,0,9,4,2.983,3,1,2
9381,2,34,2,2,9,4,1.406,3,2,2
9381,2,35,2,0,7,1,0.651,5,1,1
9381,2,36,2,2,7,3,1.555,5,2,2
9381,2,37,2,0,9,2,1.933,3,1,1
9381,2,38,2,0,6,3,2.936,6,1,2
9381,2,39,2,0,9,2,0.971,3,1,1
9381,2,40,2,0,6,1,0.609,6,1,1
9381,2,41,2,0,7,1,0.954,5,1,1
9381,2,42,2,2,7,3,0.983,5,2,2
9381,2,43,2,0,6,1,0.685,6,1,1
9381,2,44,2,2,7,3,1.216,5,2,2
9381,2,45,2,6,12,4,1.611,0,4,2
9381,2,46,2,0,6,1,0.677,6,1,1
9381,2,47,2,2,6,3,2.539,6,2,2
9381,2,48,2,2,9,4,3.237,3,2,2
9381,2,49,2,0,12,2,1.017,0,1,1
9381,2,50,2,0,9,2,0.805,3,1,1
9381,2,51,2,0,6,1,0.753,6,1,1
9381,2,52,2,0,7,1,0.685,5,1,1
9381,2,53,2,0,6,1,0.769,6,1,1
9381,2,54,2,0,12,2,0.63,0,1,1
9381,2,55,2,6,12,4,2.784,0,4,2
9381,2,56,2,2,6,3,1.972,6,2,2
9381,2,57,2,2,7,3,1.171,5,2,2
9381,2,58,2,0,9,2,0.906,3,1,1
9381,2,59,2,0,6,1,0.65,6,1,1
9381,2,60,2,0,12,2,0.661,0,1,1
9381,2,61,2,2,7,3,1.441,5,2,2
9381,2,62,2,2,9,4,1.707,3,2,2
9381,2,63,2,0,7,1,1.518,5,1,1
9381,2,64,2,0,12,2,0.598,0,1,1
9381,2,65,2,2,6,3,1.668,6,2,2
9381,2,66,2,2,7,3,2.335,5,2,2
9381,2,67,2,0,9,2,0.774,3,1,1
9381,2,68,2,2,6,3,1.211,6,2,2
9381,2,69,2,0,12,2,0.946,0,1,1
9381,2,70,2,2,6,3,1.222,6,2,2
9381,2,71,2,6,12,4,1.935,0,4,2
9381,2,72,2,0,7,1,0.856,5,1,1
9021,2,2,1,4,7,3,2.541,5,3,2
9021,2,3,1,0,6,1,2.089,6,1,1
9021,2,4,1,4,12,2,3.244,0,3,1
9021,2,5,1,0,7,1,5.32,5,1,1
9021,2,6,1,0,6,1,1.193,6,1,1
9021,2,7,1,6,6,3,1.908,6,4,2
9021,2,8,1,6,12,2,1.962,0,4,1
9021,2,9,1,6,7,3,3.374,5,4,2
9021,2,10,1,6,9,4,4.322,3,4,2
9021,2,11,1,6,9,4,3.963,3,4,2
9021,2,12,1,2,9,2,3.342,3,2,1
9021,2,13,1,4,6,3,3.976,6,3,2
9021,2,14,1,6,12,4,1.265,0,4,2
9021,2,15,1,6,7,3,2.675,5,4,2
9021,2,16,1,4,7,3,4.731,5,3,2
9021,2,17,1,6,12,4,2.963,0,4,2
9021,2,18,1,0,7,1,1.031,5,1,1
9021,2,19,1,4,6,3,4.004,6,3,2
9021,2,20,1,0,12,2,1.637,0,1,1
9021,2,21,1,6,9,4,1.824,3,4,2
9021,2,22,1,0,12,2,2.944,0,1,1
9021,2,23,1,6,12,4,2.267,0,4,2
9021,2,24,1,0,9,2,1.188,3,1,1
9021,2,25,1,0,12,2,4.271,0,1,1
9021,2,26,1,0,6,1,2.812,6,1,1
9021,2,27,1,6,12,4,1.399,0,4,2
9021,2,28,1,0,12,2,1.146,0,1,1
9021,2,29,1,6,6,3,3.166,6,4,2
9021,2,30,1,0,6,1,2.051,6,1,1
9021,2,31,1,4,6,3,3.421,6,3,2
9021,2,32,1,4,9,4,4.329,3,3,2
9021,2,33,1,0,7,1,0.889,5,1,1
9021,2,34,1,6,9,4,1.527,3,4,2
9021,2,35,1,0,9,2,1.405,3,1,1
9021,2,36,1,6,12,4,1.352,0,4,2
9021,2,37,1,6,7,3,1.811,5,4,2
9021,2,38,1,6,9,4,2.066,3,4,2
9021,2,39,1,6,6,3,1.113,6,4,2
9021,2,40,1,6,7,3,1.479,5,4,2
9021,2,41,1,0,6,1,0.976,6,1,1
9021,2,42,1,0,12,2,1.902,0,1,1
9021,2,43,1,0,7,1,1.195,5,1,1
9021,2,44,1,6,12,4,1.049,0,4,2
9021,2,45,1,6,9,4,1.087,3,4,2
9021,2,46,1,0,7,1,1.355,5,1,1
9021,2,47,1,0,9,2,0.947,3,1,1
9021,2,48,1,0,9,2,1.224,3,1,1
9021,2,49,1,6,12,4,1.12,0,4,2
9021,2,50,1,0,6,1,1.238,6,1,1
9021,2,51,1,0,6,1,0.73,6,1,1
9021,2,52,1,0,9,2,0.953,3,1,1
9021,2,53,1,0,7,1,0.955,5,1,1
9021,2,54,1,6,6,3,1.135,6,4,2
9021,2,55,1,0,12,2,1.059,0,1,1
9021,2,56,1,0,6,1,0.628,6,1,1
9021,2,57,1,6,12,4,0.985,0,4,2
9021,2,58,1,6,9,4,1.095,3,4,2
9021,2,59,1,0,7,1,1.365,5,1,1
9021,2,60,1,6,7,3,0.8,5,4,2
9021,2,61,1,6,12,4,1.41,0,4,2
9021,2,62,1,6,6,3,0.786,6,4,2
9021,2,63,1,0,6,1,0.762,6,1,1
9021,2,64,1,0,9,2,0.694,3,1,1
9021,2,65,1,6,7,3,1.498,5,4,2
9021,2,66,1,6,9,4,1.534,3,4,2
9021,2,67,1,0,9,2,1.514,3,1,1
9021,2,68,1,6,6,3,1.846,6,4,2
9021,2,69,1,0,12,2,0.861,0,1,1
9021,2,70,1,0,7,1,1.002,5,1,1
9021,2,71,1,0,7,1,0.685,5,1,1
9021,2,72,1,6,7,3,1.6,5,4,2
9021,2,1,2,6,6,3,1.127,6,4,2
9021,2,2,2,0,6,1,1.089,6,1,1
9021,2,3,2,0,9,2,1.81,3,1,1
9021,2,4,2,6,12,4,1.06,0,4,2
9021,2,5,2,0,7,1,0.971,5,1,1
9021,2,6,2,6,9,4,1.189,3,4,2
9021,2,7,2,0,12,2,2.091,0,1,1
9021,2,8,2,6,12,4,0.842,0,4,2
9021,2,9,2,6,7,3,1.068,5,4,2
9021,2,10,2,6,9,4,2.075,3,4,2
9021,2,11,2,6,12,4,0.714,0,4,2
9021,2,12,2,0,9,2,0.744,3,1,1
9021,2,13,2,0,7,1,0.534,5,1,1
9021,2,14,2,6,12,4,2.265,0,4,2
9021,2,15,2,0,12,2,0.988,0,1,1
9021,2,16,2,6,7,3,0.916,5,4,2
9021,2,17,2,0,6,1,0.857,6,1,1
9021,2,18,2,6,9,4,1.224,3,4,2
9021,2,19,2,0,6,1,1.16,6,1,1
9021,2,20,2,4,6,3,3.101,6,3,2
9021,2,21,2,0,12,2,0.925,0,1,1
9021,2,22,2,6,12,4,1.373,0,4,2
9021,2,23,2,0,7,1,0.883,5,1,1
9021,2,24,2,0,9,2,0.77,3,1,1
9021,2,25,2,6,9,4,0.956,3,4,2
9021,2,26,2,6,7,3,2.211,5,4,2
9021,2,37,2,0,9,2,1.062,3,1,1
9021,2,38,2,6,6,3,0.745,6,4,2
9021,2,39,2,0,9,2,0.597,3,1,1
9021,2,40,2,0,6,1,0.689,6,1,1
9021,2,41,2,0,7,1,0.62,5,1,1
9021,2,42,2,6,7,3,0.68,5,4,2
9021,2,43,2,0,6,1,0.87,6,1,1
9021,2,44,2,6,7,3,1.017,5,4,2
9021,2,45,2,6,12,4,0.844,0,4,2
9021,2,46,2,0,6,1,1.086,6,1,1
9021,2,47,2,6,6,3,1.1,6,4,2
9021,2,48,2,6,9,4,1.414,3,4,2
9021,2,49,2,0,12,2,0.77,0,1,1
9021,2,50,2,0,9,2,2.655,3,1,1
9021,2,51,2,0,6,1,1.442,6,1,1
9021,2,52,2,0,7,1,0.607,5,1,1
9021,2,53,2,0,6,1,0.906,6,1,1
9021,2,54,2,0,12,2,0.751,0,1,1
9021,2,55,2,6,12,4,2.113,0,4,2
9021,2,56,2,6,6,3,1.413,6,4,2
9021,2,57,2,6,7,3,1.324,5,4,2
9021,2,58,2,0,9,2,4.178,3,1,1
9021,2,59,2,0,6,1,0.941,6,1,1
9021,2,60,2,0,12,2,0.886,0,1,1
9021,2,61,2,6,7,3,5.899,5,4,2
9021,2,62,2,6,9,4,2.245,3,4,2
9021,2,63,2,0,7,1,1.032,5,1,1
9021,2,64,2,0,12,2,0.632,0,1,1
9021,2,65,2,4,6,3,2.406,6,3,2
9021,2,66,2,6,7,3,1.065,5,4,2
9021,2,67,2,0,9,2,0.543,3,1,1
9021,2,68,2,6,6,3,1.82,6,4,2
9021,2,69,2,0,12,2,0.619,0,1,1
9021,2,70,2,4,6,3,1.209,6,3,2
9021,2,71,2,6,12,4,2.376,0,4,2
9021,2,72,2,0,7,1,0.77,5,1,1
9061,2,1,1,2,9,2,4.032,3,2,1
9061,2,2,1,0,7,3,3.622,5,1,2
9061,2,3,1,0,6,1,1.37,6,1,1
9061,2,4,1,4,12,2,4.996,0,3,1
9061,2,5,1,0,7,1,3.08,5,1,1
9061,2,6,1,0,6,1,1.617,6,1,1
9061,2,7,1,0,6,3,2.42,6,1,2
