LOOIC,WAIC,LOOIC_w,WAIC_w
9883.97354957404,9755.754,0,0
7979.84055249343,7831.087,0,1.94544832610484e-05
7961.68557309348,7809.392,1,0.999980545516739
8526.20593013609,8381.797,0,5.0570436369934e-125
