Date 	 Name 	 ID 	 gender 	 Trial 	 RUN 	 Decision 	 OfferType 	 Condition 	 onstrial 	 ronsfix 	 ronsdec 	 ronsdec2 	 onsjitter 	 RT 	 GameOn 	 
15-Dec-2017	sub230	932	  1	  1	  1	 0.00	  9	  2	 0.000	 0.017	 0.498	 1.973	 6.499	 1.474	513166.788	
15-Dec-2017	sub230	932	  1	  2	  1	 0.00	  7	  3	 8.270	 8.273	 8.770	 9.831	14.772	 1.056	513166.788	
15-Dec-2017	sub230	932	  1	  3	  1	 0.00	  6	  1	20.015	20.010	20.508	21.519	26.509	 0.999	513166.788	
15-Dec-2017	sub230	932	  1	  4	  1	 0.00	 12	  2	32.169	32.163	32.676	33.389	38.661	 0.709	513166.788	
15-Dec-2017	sub230	932	  1	  5	  1	 0.00	  7	  1	44.110	44.116	44.613	45.492	50.614	 0.868	513166.788	
15-Dec-2017	sub230	932	  1	  6	  1	 0.00	  6	  1	55.939	55.936	56.433	57.627	62.435	 1.184	513166.788	
15-Dec-2017	sub230	932	  1	  7	  1	 0.00	  6	  3	69.027	69.033	69.531	70.210	75.532	 0.670	513166.788	
15-Dec-2017	sub230	932	  1	  8	  1	 2.00	 12	  2	78.047	78.052	78.549	80.903	84.551	 2.339	513166.788	
15-Dec-2017	sub230	932	  1	  9	  1	 0.00	  7	  3	86.913	86.921	87.419	88.596	93.420	 1.173	513166.788	
15-Dec-2017	sub230	932	  1	 10	  1	 0.00	  9	  4	95.596	95.592	96.089	97.333	102.091	 1.229	513166.788	
15-Dec-2017	sub230	932	  1	 11	  1	 0.00	  9	  4	104.158	104.163	104.660	105.307	110.662	 0.642	513166.788	
15-Dec-2017	sub230	932	  1	 12	  1	 0.00	  9	  2	113.265	113.265	113.762	114.342	119.764	 0.572	513166.788	
15-Dec-2017	sub230	932	  1	 13	  1	 0.00	  6	  3	123.707	123.709	124.207	125.102	130.208	 0.880	513166.788	
15-Dec-2017	sub230	932	  1	 14	  1	 2.00	 12	  4	135.732	135.729	136.226	138.845	142.227	 2.612	513166.788	
15-Dec-2017	sub230	932	  1	 15	  1	 0.00	  7	  3	147.519	147.516	148.013	148.643	154.015	 0.623	513166.788	
15-Dec-2017	sub230	932	  1	 16	  1	 0.00	  7	  3	156.844	156.850	157.347	158.027	163.348	 0.674	513166.788	
15-Dec-2017	sub230	932	  1	 17	  1	 2.00	 12	  4	166.587	166.581	167.095	168.372	173.080	 1.261	513166.788	
15-Dec-2017	sub230	932	  1	 18	  1	 0.00	  7	  1	177.194	177.192	177.689	178.485	183.691	 0.811	513166.788	
15-Dec-2017	sub230	932	  1	 19	  1	 0.00	  6	  3	186.832	186.841	187.338	187.984	193.339	 0.642	513166.788	
15-Dec-2017	sub230	932	  1	 20	  1	 2.00	 12	  2	194.992	194.997	195.495	196.821	201.496	 1.317	513166.788	
15-Dec-2017	sub230	932	  1	 21	  1	 0.00	  9	  4	207.331	207.332	207.829	208.724	213.830	 0.878	513166.788	
15-Dec-2017	sub230	932	  1	 22	  1	 2.00	 12	  2	219.535	219.533	220.031	221.092	226.032	 1.044	513166.788	
15-Dec-2017	sub230	932	  1	 23	  1	 2.00	 12	  4	230.726	230.724	231.221	232.465	237.223	 1.229	513166.788	
15-Dec-2017	sub230	932	  1	 24	  1	 0.00	  9	  2	239.293	239.295	239.792	242.279	245.794	 2.473	513166.788	
15-Dec-2017	sub230	932	  1	 25	  1	 2.00	 12	  2	250.510	250.519	251.016	252.608	257.017	 1.585	513166.788	
15-Dec-2017	sub230	932	  1	 26	  1	 0.00	  6	  1	259.919	259.919	260.416	262.306	266.417	 1.888	513166.788	
15-Dec-2017	sub230	932	  1	 27	  1	 2.00	 12	  4	268.279	268.274	268.771	269.617	274.773	 0.829	513166.788	
15-Dec-2017	sub230	932	  1	 28	  1	 2.00	 12	  2	279.436	279.432	279.929	280.758	285.930	 0.815	513166.788	
15-Dec-2017	sub230	932	  1	 29	  1	 0.00	  6	  3	288.890	288.898	289.395	290.224	295.397	 0.820	513166.788	
15-Dec-2017	sub230	932	  1	 30	  1	 0.00	  6	  1	299.075	299.077	299.575	301.597	305.576	 2.016	513166.788	
15-Dec-2017	sub230	932	  1	 31	  1	 0.00	  6	  3	307.251	307.250	307.748	308.626	313.749	 0.875	513166.788	
15-Dec-2017	sub230	932	  1	 32	  1	 0.00	  9	  4	319.181	319.187	319.684	321.160	325.686	 1.466	513166.788	
15-Dec-2017	sub230	932	  1	 33	  1	 0.00	  7	  1	330.624	330.626	331.124	331.903	337.125	 0.762	513166.788	
15-Dec-2017	sub230	932	  1	 34	  1	 0.00	  9	  4	343.650	343.657	344.154	344.900	350.156	 0.731	513166.788	
15-Dec-2017	sub230	932	  1	 35	  1	 0.00	  9	  2	354.025	354.018	354.532	355.262	360.534	 0.715	513166.788	
15-Dec-2017	sub230	932	  1	 36	  1	 2.00	 12	  4	362.165	362.159	362.672	363.899	368.674	 1.220	513166.788	
15-Dec-2017	sub230	932	  1	 37	  1	 0.00	  7	  3	375.072	375.073	375.571	376.681	381.572	 1.098	513166.788	
