Date 	 Name 	 ID 	 gender 	 Trial 	 RUN 	 Decision 	 OfferType 	 Condition 	 onstrial 	 ronsfix 	 ronsdec 	 ronsdec2 	 onsjitter 	 RT 	 GameOn 	 
9-Sep-13	sub125	931	2	1	1	2	6	3	0	0.018	0.502	3.124	6.498	2.606	4525.615	
9-Sep-13	sub125	931	2	2	1	2	6	1	10.465	10.472	10.973	14.731	16.968	3.743	4525.615	
9-Sep-13	sub125	931	2	3	1	2	9	2	18.462	18.454	18.956	22.63	24.968	3.657	4525.615	
9-Sep-13	sub125	931	2	4	1	4	12	4	30.796	30.796	31.297	35.455	37.292	4.156	4525.615	
9-Sep-13	sub125	931	2	5	1	6	7	1	43.034	43.037	43.538	46.41	49.533	2.867	4525.615	
9-Sep-13	sub125	931	2	6	1	0	9	4	51.611	51.604	52.105	0	58.117	0	4525.615	
9-Sep-13	sub125	931	2	7	1	6	12	2	64.051	64.045	64.546	66.316	70.558	1.763	4525.615	
9-Sep-13	sub125	931	2	8	1	6	12	4	74.566	74.566	75.067	77.254	81.062	2.186	4525.615	
9-Sep-13	sub125	931	2	9	1	4	7	3	84.269	84.269	84.77	87.608	90.765	2.827	4525.615	
9-Sep-13	sub125	931	2	10	1	4	9	4	92.684	92.685	93.186	97.544	99.181	4.354	4525.615	
9-Sep-13	sub125	931	2	11	1	6	12	4	101.482	101.486	101.987	103.958	107.982	1.961	4525.615	
9-Sep-13	sub125	931	2	12	1	4	9	2	112.619	112.625	113.126	116.633	119.121	3.495	4525.615	
9-Sep-13	sub125	931	2	13	1	4	7	1	120.698	120.691	121.192	126.368	127.204	5.173	4525.615	
9-Sep-13	sub125	931	2	14	1	6	12	4	130.751	130.744	131.245	132.748	137.257	1.487	4525.615	
9-Sep-13	sub125	931	2	15	1	0	12	2	141.733	141.732	142.233	145.156	148.229	2.915	4525.615	
9-Sep-13	sub125	931	2	16	1	4	7	3	153.757	153.756	154.257	158.833	160.252	4.563	4525.615	
9-Sep-13	sub125	931	2	17	1	2	6	1	162.02	162.023	162.524	165.897	168.519	3.369	4525.615	
9-Sep-13	sub125	931	2	18	1	4	9	4	171.409	171.408	171.909	175.5	177.904	3.575	4525.615	
9-Sep-13	sub125	931	2	19	1	2	6	1	179.441	179.441	179.942	185.002	185.937	5.047	4525.615	
